"HITID","index","GithubReposityLink","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"301KG0KX9CLLHEVVKY3T9NJ9CO52HK","113","https://github.com/dogancelik/dogancelik.github.io","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:47:32 UTC"
"3LXX8KJXPW969F2H9KDY3JOOUGTO9M","190","https://github.com/riggaroo/MaterialIntroTutorial","A1NJ1IJLKAS0Y4","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:47:41 UTC"
"3VMHWJRYHVG24Y7MDX0MWS1S9ITFXA","61","https://github.com/3rd-Eden/3rd-eden.github.io","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:46:43 UTC"
"3WUVMVA7OB3WD2QT3Z2FFC6CK2EAZP","56","https://github.com/coolAlias/Forge_Tutorials","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:47:06 UTC"
"3T6SSHJUZFAPOUKHFJ66WFR51XHII4","15","https://github.com/USUCS2610/lectures","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 13:47:25 UTC"
"3OREP8RUT2B15V0GJLEMPGACRU5BGW","17","https://github.com/pjmlp/queue","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","development","Yes","development","2017-01-04 13:47:50 UTC"
"3NBFJK3IOHILOPPPNQJ8V0ABYTOGO5","84","https://github.com/log0/wine_quality_data_set","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","development","No","no_agreement","2017-01-04 13:47:02 UTC"
"3511RHPADVE47UV6Q9XS2NKO5XULRP","82","https://github.com/awakecoding/RdpConfig","ADLYO655RWJUI","documents","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:47:25 UTC"
"3KI0JD2ZU1IC6Q8KURTK8NBREQB673","77","https://github.com/DexNA/Homework1","A16S0KKQ2MIZHT","other","A1NJ1IJLKAS0Y4","other","Yes","other","2017-01-04 13:47:06 UTC"
"3WJGKMRWVI9H3GIVVV99UFDXWNPCDU","212","https://github.com/sesho/Homework-10-5","A1NJ1IJLKAS0Y4","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:47:23 UTC"
"36GJS3V78VQ7NEYS7DR3N4TPZZEGJM","69","https://github.com/sharifulin/pod2-ru","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:48:58 UTC"
"3HYV4299H0WKJJ6IAE4OYBZZ685E8J","211","https://github.com/jtza8/Lispdoc","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:48:15 UTC"
"3TC2K6WK9G2SO3U2HU9NWAQA95F82B","146","https://github.com/joshtaylor/joshtaylor.github.io","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:48:50 UTC"
"3T2HW4QDUV750Q5EJF478JU752AC9D","153","https://github.com/kar2905/hw1-kmandavi","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:48:15 UTC"
"3UXQ63NLAAMHRNEHUCB228FKNBRBL2","6","https://github.com/murz/million-song-sandbox","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:48:00 UTC"
"37ZQELHEQ0Y3YELZXEHQTGU345VMN4","33","https://github.com/apache/maven-jxr","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:48:38 UTC"
"3D0LPO3EABZLAGAPHW5E20HF3PEOYB","161","https://github.com/tfranks/TerrieFranks","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:47:50 UTC"
"3CRWSLD91K4LGZLBYTH385U8UF0MOJ","39","https://github.com/apache/felix","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:47:47 UTC"
"35O6H0UNLSG97H98QH8CJ7209Q05JT","185","https://github.com/Brackeys/Tower-Defense-Tutorial","ADLYO655RWJUI","documents","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:48:11 UTC"
"3EFNPKWBMSOZRWLIQQADM5PKWL330U","43","https://github.com/ivanzhangwb/ManualInterpose","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:48:26 UTC"
"3LEG2HW4UFN13I4PP8FT627WW9S2FM","81","https://github.com/DavyLandman/davylandman.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:47:38 UTC"
"37VUR2VJ6APNBL2JF2PETDCO7QMC14","219","https://github.com/xiaoyongzi/P5WeiboAPI","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:47:41 UTC"
"3B286OTISEH6DNLPLDZTRIIM141AJ4","213","https://github.com/tummykung/yelp-dataset-challenge","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:48:03 UTC"
"3OCZWXS7ZO7F27X8T2KPZMFSDF55LV","10","https://github.com/troywill/Grant-Linux-Server","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","development","Yes","development","2017-01-04 13:47:43 UTC"
"3TKSOBLOHLG5EES53ZM8O5JFBHDBBF","207","https://github.com/gopinutakki/gopinutakki.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 13:49:59 UTC"
"3B286OTISEH6DNLPLDZTRIIM141JAD","140","https://github.com/andreyslyusar/testDrivenStudy","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 13:49:22 UTC"
"39XCQ6V3KY4XJMU16YENA3XVNKG56N","86","https://github.com/Bishop/bishop.github.io","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:49:14 UTC"
"3X2LT8FDHWIE0JS9VEYUKH6ZDCA8WT","74","https://github.com/davll/homework_report","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:49:29 UTC"
"3O4VWC1GEW66T2M4CYKJ4A4GVU93J1","15","https://github.com/oryband/homework","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:50:05 UTC"
"3BO3NEOQM0HAIC1J3VETFH3MOPCAIS","204","https://github.com/chrissng/SGPubTransit","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:49:51 UTC"
"3L60IFZKF3IPW4YD3J60WRPB17NHHH","36","https://github.com/apache/lucenenet","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:49:42 UTC"
"3TY2U1TEB7AHEGOTFJC6KHL5RRVJJT","125","https://github.com/nmorel/homework","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:50:19 UTC"
"38Z7YZ2SB3225S80SRBF5HIRS7YIQ7","148","https://github.com/lucasderraugh/AppleProg-Cocoa-Tutorials","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 13:49:05 UTC"
"39HYCOOPKOLUC2UM8K3NXBI9Q1TMDM","34","https://github.com/ajayrkp/Day4","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:50:13 UTC"
"36JW4WBR06K5I8778TI0T6DYLSAHFJ","11","https://github.com/padrino/padrino-framework","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:50:52 UTC"
"3FTID4TN8LYD4V7S44PMAJDL8K9LYR","110","https://github.com/garaemon/warashi","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:50:35 UTC"
"3LN3BXKGC0VTTYYRECAICUNX1VNGWH","162","https://github.com/datasets/house-prices-uk","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","other","No","no_agreement","2017-01-04 13:50:27 UTC"
"36GJS3V78VQ7NEYS7DR3N4TPZZEJGP","66","https://github.com/weh/7-in-7","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:50:43 UTC"
"3L55D8AUFAXK1RDMRRWN70NYEBVCY2","197","https://github.com/bcollier/Pig-Analysis---Wikipedia-Dataset","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","data","Yes","data","2017-01-04 13:51:08 UTC"
"30F94FBDNRK5A0MM3LDTOZP1HOCTBM","90","https://github.com/jugglingnutcase/jugglingnutcase.github.io","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:51:00 UTC"
"3J94SKDEKIPW4V9GGLM1G97N463D5N","65","https://github.com/douglarek/douglarek.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 13:51:24 UTC"
"3EKTG13IZU3DAEIEL11BGOQEZAVLM1","224","https://github.com/NETTUTS/Using-Faye-As-A-Real-Time-Push-Server-In-Rails","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:52:56 UTC"
"3ZQX1VYFTD56VAJ74S7K3NTDAABO8X","14","https://github.com/matbu/testingdoc","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:52:02 UTC"
"3ZQX1VYFTD56VAJ74S7K3NTDAAB8OH","161","https://github.com/SenecaAutomation/IntrosManual","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:52:45 UTC"
"3UUSLRKAUL3BRZNZ4E1YETLJVCYD72","78","https://github.com/dmpayton/dmpayton.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 13:52:26 UTC"
"368IUKXGA581CWCKQDN1892CEKHP6T","51","https://github.com/facebook/pyre2","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:51:45 UTC"
"3RTFSSG7T869FQCSP37YPMS5XC9LWS","52","https://github.com/brian-cleary/LatentStrainAnalysis","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 13:52:12 UTC"
"3VW0145YLYC7FOUEIGPY09DMVLQJMX","163","https://github.com/Demoscai/CS-homework","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:51:15 UTC"
"3THR0FZ95PT1AH3QYHGO8SFJUAALOG","40","https://github.com/marcinwyszynski/flex_ticker","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:52:18 UTC"
"3RSBJ6YZECQFAPTUC6DQDFAZXEOOFE","14","https://github.com/priya-I/AOMining","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:51:31 UTC"
"3CRWSLD91K4LGZLBYTH385U8UF0OML","140","https://github.com/Q1I/solrsearch","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:52:36 UTC"
"31N9JPQXIPIH60KO6H1D1BM7NJWHNQ","155","https://github.com/google/uri.dart","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:51:38 UTC"
"3538U0YQ1FUQO008T8TYPCCO2NS3FY","172","https://github.com/walkingsparrow/tests","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:51:53 UTC"
"3D3B8GE892ROUFEIOKQDSJTE4LPP94","105","https://github.com/apache/maven-shared","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:53:36 UTC"
"37VE3DA4YUHF5RVR3RW4AGMD6UIBHV","23","https://github.com/tlvb/usefold","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:53:50 UTC"
"359AP8GAGGK1M7HL4I6NUN31ACMC71","138","https://github.com/MelinkJL/HW02","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:53:29 UTC"
"3I01FDIL6M845YQTY2K3I24BKWCD2M","40","https://github.com/hazzik/hazzik.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:53:03 UTC"
"3SNR5F7R92TD8PIVJ0GFB0TD94AEIR","118","https://github.com/sskatzz/Homework","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:53:43 UTC"
"3909MD9T2ZHTYYG5ISAU83GLTCHFE0","183","https://github.com/apache/sling","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:54:13 UTC"
"37M4O367VJIZ8PFTTEL4ZZUHDKV5MX","1","https://github.com/unorthodox123/RacialDotMap","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","development","No","no_agreement","2017-01-04 13:53:12 UTC"
"35JDMRECC49ZCYC0TCGCQOGXURIEGZ","51","https://github.com/smpardo/homework","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","homework","No","no_agreement","2017-01-04 13:53:48 UTC"
"3KL228NDMVM2YY4APYRFOJT2EOEGKL","71","https://github.com/vbellur/gfid","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:53:28 UTC"
"3BA7SXOG1JQ9SNBNWKOOXIYILXV8RQ","221","https://github.com/Cyb3rNet/CW-GCC","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:53:20 UTC"
"3XQ4XW3OD9CA7N9BVSFSD1QBLZM2S5","154","https://github.com/gmazza/blog-samples","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:53:58 UTC"
"3NQUW096N68Y3UZKWSX6B2KUZBOL92","123","https://github.com/gregmarra/gregmarra.github.io","A16S0KKQ2MIZHT","other","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:54:06 UTC"
"3KQC8JMJGCSA2WREOYHYSXO1I25H3A","39","https://github.com/artkirienko/int-flip","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:54:21 UTC"
"335VBRURDJ0KXOPSF6A2Y7UAQEN9E3","150","https://github.com/google/googletv-android-samples","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","educational","No","no_agreement","2017-01-04 13:54:51 UTC"
"31ANT7FQN82DGBEI2H5R7UMLWYW5HO","16","https://github.com/dominic-p/videojs-resolution-selector","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","development","Yes","development","2017-01-04 13:54:39 UTC"
"37NXA7GVST6W01CNZT223K9RQ37LVI","105","https://github.com/prasad-joshi/skiena","A1NJ1IJLKAS0Y4","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:54:39 UTC"
"3JY0Q5X05J6XWC8RZ760QR1977XGGI","201","https://github.com/cboden/Ratchet-examples","A1NJ1IJLKAS0Y4","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:54:29 UTC"
"31HLTCK4BLVGE9YMO25MQS4JUMLGV7","167","https://github.com/bonndan/molcomponents-manual","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:54:07 UTC"
"3UAU495MIIS4T7QK7V8PZFB2713OUD","71","https://github.com/shibani/Homework01","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","other","No","no_agreement","2017-01-04 13:54:54 UTC"
"3PKJ68EHDNWLNAT3RJ9L845QEZRJHO","92","https://github.com/peachvich/homework2","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:54:28 UTC"
"306996CF6WK41GAD12TJIT66P5MB1W","138","https://github.com/jbw/jbw.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:54:46 UTC"
"3MQY1YVHS3KBQ1S9K6TXNCGBHB02B4","213","https://github.com/google/self-hosted-rss-to-email","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:53:59 UTC"
"3GITHABACYLDRAH6NWY6E7G5Y0E2NT","81","https://github.com/iancooper/Microservices-Tutorial","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","educational","No","no_agreement","2017-01-04 13:54:18 UTC"
"3APP19WN71EVZJJLNUXEE0OKDTU6G6","87","https://github.com/google/concatenate.js","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:55:03 UTC"
"3RWSQDNYL9ML4CG1D3U0QL1L5DWFFI","27","https://github.com/dva/dva.github.io","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:56:03 UTC"
"37OPIVELUU3AMHQZXDW8F527OCXAHZ","192","https://github.com/rdelbru/trec-entity-tool","A1NJ1IJLKAS0Y4","data","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:55:21 UTC"
"3IHWR4LC7DDWZO846XUFJQXRY1C8IM","55","https://github.com/dancoates/locationcomplete","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:55:35 UTC"
"3UQ1LLR26A8C8D9POYB67XVE5T6AL6","4","https://github.com/bennedich/bennedich.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:55:42 UTC"
"3SX4X51T809KEYCM1QRYZEZ80YBAON","175","https://github.com/apache/directory-installers","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:55:16 UTC"
"30UZJB2POHCYM37JNWGP30LBDTE35F","97","https://github.com/stevedonovan/LDoc","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:55:46 UTC"
"3TZDZ3Y0JS6LDNVG3IFNRNBG15J91K","145","https://github.com/knight360/homework","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","homework","Yes","homework","2017-01-04 13:55:30 UTC"
"3MDWE879UH2MQLD85F8CXZOPNHAB95","131","https://github.com/casper-astro/tutorials_devel","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","development","No","no_agreement","2017-01-04 13:55:54 UTC"
"3RIHDBQ1NEYBOIZOUGMDOWX7ITMMHV","128","https://github.com/zhendanzhu/550400homeworkset1","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","homework","Yes","homework","2017-01-04 13:56:02 UTC"
"3FJ2RVH25Z6S28DCMMF1W6LLTBX921","157","https://github.com/abhaysharma/mtm1526-homework-6","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:56:37 UTC"
"3V7ICJJAZAGLTF7WOKCLGRD91PWB49","125","https://github.com/michaelcheng429/meanstacktutorial","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 13:57:02 UTC"
"3KA7IJSNW657I8TFM449JPO4SLSBP0","44","https://github.com/treyhunner/databundles","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:56:22 UTC"
"3IKDQS3DQE0YBRYHN9AKLCTAOSXCIW","25","https://github.com/facebook/libphenom","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:55:54 UTC"
"3UOMW19E6D6MZ332GPRQW3P5J6RC5M","31","https://github.com/thomas7/Homework_Five","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:56:30 UTC"
"3TC2K6WK9G2SO3U2HU9NWAQA95F285","187","https://github.com/google/google-api-nodejs-client","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:56:54 UTC"
"302OLP89DZ7J59FJBLI74E5RBKSCAS","168","https://github.com/bobboau-crossfire/project1","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:56:44 UTC"
"3OPLMF3EU5NJSW3EX2GBT3FE405LN1","38","https://github.com/sugestio/documentation","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:56:12 UTC"
"3W3RSPVVGSRWNMNNU3SX7Y78CWYLUT","47","https://github.com/straup/naturalearth-tools","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","development","No","no_agreement","2017-01-04 13:56:14 UTC"
"31ANT7FQN82DGBEI2H5R7UMLWYWH50","73","https://github.com/kaminp/homework2","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","homework","Yes","homework","2017-01-04 13:57:10 UTC"
"3ZTE0JGGCES87D9KL4NP59PW01WOC3","226","https://github.com/gelmitsu/AdvancedEngineeringMaterials","A1NJ1IJLKAS0Y4","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:57:55 UTC"
"38F60IALAGH4QDJC55G44ITIQKFT00","210","https://github.com/smdmustaffa/Apriori","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:57:36 UTC"
"3M93N4X8HKNADJ7J2DLKCICSNA8JS9","73","https://github.com/apache/harmony-jdktools","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:57:19 UTC"
"3NCN4N1H1GH7FNH26PRHF0J9S6RBN4","27","https://github.com/bitliner/Dataset01","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:57:44 UTC"
"309D674SHZLOOJKBHZI3ZPPXT2DBCM","214","https://github.com/martinisoft/martinisoft.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:58:04 UTC"
"3Y3N5A7N4G9XADPD4GQ1AWSA8PZMYU","140","https://github.com/baidu/bfs","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:57:43 UTC"
"35NNO802AVWH2VV8CZJY1NNMNWBINK","151","https://github.com/mangege/mangege.github.io","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:57:27 UTC"
"3S8APUMBJXJVRV4L81847VA0QF4FB0","183","https://github.com/JoelQ/hystorical","A1NJ1IJLKAS0Y4","data","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:58:26 UTC"
"388FBO7JZRT3SVADGH51NBHADF8YN5","177","https://github.com/google/vector_math.dart","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:58:14 UTC"
"3XEIP58NL0ND9LHX0QR5OQMNEEDLZI","133","https://github.com/mboos/grt-gtfs","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:58:55 UTC"
"362E9TQF2HQBS3EMPV63B3EPMKPIGC","54","https://github.com/mitio/mitio.github.io","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:58:25 UTC"
"3M0556243SKXS4TIBRDDYQAU74JFNQ","223","https://github.com/sitecorepm/DataSetsModule","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:58:14 UTC"
"3UOMW19E6D6MZ332GPRQW3P5J6R5CF","134","https://github.com/codeship/jet-tutorial","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","educational","Yes","educational","2017-01-04 13:58:36 UTC"
"3WA2XVDZEMHXF5NUHZ7QEX380DFE6X","204","https://github.com/philip/php_rst","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","development","Yes","development","2017-01-04 13:58:43 UTC"
"3TLFH2L6Y9OBMNMQKSKIN6MXNI02TU","157","https://github.com/colorfest/angularjs","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","educational","No","no_agreement","2017-01-04 14:00:03 UTC"
"3QGTX7BCHP2Z7WEC83BY71QQSOD5ZE","150","https://github.com/jsdoc3/jsdoc","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:59:21 UTC"
"3MQY1YVHS3KBQ1S9K6TXNCGBHB0B2D","133","https://github.com/sirupsen/sirupsen.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:59:04 UTC"
"3LCXHSGDLT6223LROCATF2Z0I2CESJ","112","https://github.com/apache/maven-plugin-tools","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:59:37 UTC"
"33P2GD6NRNSGYUZL949X9J53TORHKL","106","https://github.com/google/CSP-Validator","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:59:29 UTC"
"3BVS8WK9Q0VF1M6B99EPASNS67XBIO","24","https://github.com/palcu/leo-manual","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:59:29 UTC"
"3MJ9GGZYO3667RNHEST1S1W5ZTF2A9","208","https://github.com/facebook/nifty","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:58:55 UTC"
"38O9DZ0A62N5KPBEOFCPCWUJ3AP26J","178","https://github.com/toprach/eurostat_r","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:59:41 UTC"
"3HY86PZXPYI28JMXBTV9J1CRS2ZE1Z","137","https://github.com/ThomasAllanLamb/n-camera","A1NJ1IJLKAS0Y4","data","A16S0KKQ2MIZHT","other","No","no_agreement","2017-01-04 13:58:46 UTC"
"3XUY87HIVPEXGW0ZLD2QG153ZFLMM4","19","https://github.com/google/pixelcycle-sample-app","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:59:55 UTC"
"38B7Q9C28G5GK9WD9OR4MJ2X9GZ96I","190","https://github.com/bearprada/f5-android-practice","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:59:06 UTC"
"3K3IX1W4S6R2ZYONGQ4DOE4YA37PAJ","118","https://github.com/apache/cassandra","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 14:00:29 UTC"
"356TQKY9XFXZA4R8N6QIS17IKL187R","153","https://github.com/mattvague/three20-iPhone-tutorials","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 14:00:42 UTC"
"335HHSX8CD58KOTBHNNA56AD9FUDH4","106","https://github.com/ResearchComputing/Final_Tutorials","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","educational","No","no_agreement","2017-01-04 14:00:48 UTC"
"3F6045TU7DO32SYB7VUG6TTZZH799T","5","https://github.com/google/google-api-ruby-client-samples","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 14:00:22 UTC"
